"coverageStatus","generationBucket","referenceStatus","coverageSource","graceSku","websiteSku","family","productGroupSlug","itemName","color","capacity","capacityMl","applicator","capStyle","capColor","materialBucket","currentImageUrl","currentImageUrlCapOff","coverageEvidenceUrl","referenceSource","referencePath","referenceUrl","productUrl","missingPromptFields"
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-FRS-128ML-ASP-08","GBRndFrst128AnSpTslRed","Round","","Round design 128 ml, 4.33oz frosted glass bottle with Red vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance t","Frosted","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Frosted","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpTslRed.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-08_1779532376778_kziay2.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-ELG-FRS-100ML-LPM-MSLV","LBElgFrst100LtnMtSl","Elegant","","Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles ava","Frosted","100 ml (3.38 oz)","100","Lotion Pump","Pump","Matte Silver","frosted","https://www.bestbottles.com/images/store/enlarged_pics/LBElgFrst100LtnMtSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-MSLV_1779482834079_wfqbeq.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-BLK-10ML-ATM-BLK-01","GBAtom10Blk","Atomizer","","Black atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each","Black","10 ml (0.34 oz)","10","Atomizer","Spray","Black","black","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588837027_u6vyrl_bb2bbd5b-20af-4712-9d51-057408c6a328.png?v=1779603839","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588837027_u6vyrl_bb2bbd5b-20af-4712-9d51-057408c6a328.png?v=1779603839","","","","https://www.bestbottles.com/product/black-atomizer-design-10-ml-bottle",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-ELG-CLR-100ML-LPM-COCP","LBElg100LtnClOvrCap","Elegant","","Elegant design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant","Clear","100 ml (3.38 oz)","100","Lotion Pump","Pump","Clear Overcap","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBElg100LtnClOvrCap.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779596741492_v229hm.png","generated_images","","","https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-FRS-78ML-RDC-PKLT","GBRndFrst78RdcrPnkLthr","Round","","Round design 78 ml, 2.65oz frosted glass bottle with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each","Frosted","78 ml (2.64 oz)","78","Reducer","Faux Leather","Pink Leather","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78RdcrPnkLthr.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-78ML-RDC-PKLT_1779532334966_edyqln.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CIR-CLR-15ML-ROL-MCPR","GBCrcl15RollCuMatt","Circle","","Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price","Clear","15 ml (0.51 oz)","15","Plastic Roller Ball","Roll-On","Matte Copper","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl15RollCuMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-CIR-CLR-15ML-ROL-MCPR__GBCrcl15RollCuMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-copper-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-SQR-CLR-15ML-MRL-SGLD","GBSqr15MtlRollGlSh","Square","","Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price eac","Clear","15 ml (0.51 oz)","15","Metal Roller Ball","Screw Cap","Shiny Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15MtlRollGlSh.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-SGLD__GBSqr15MtlRollGlSh__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-CLR-30ML-SPR-SGLD","GBElg30SpryShGl","Elegant","","Elegant design 30 ml, clear glass bottle with sprayer and shiny gold cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Shiny Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBElg30SpryShnGl.gif","","https://www.bestbottles.com/images/store/caps/15-415SpShnGl.png","best_bottles_pipeline_groups","","","https://www.bestbottles.com/product/elegant-design-30-ml-clear-glass-bottle-sprayer-shiny-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-SLK-CLR-50ML-ASP-PNK","GBSlk50AnSpPnk","Sleek","","Sleek design 50 ml, 1.7oz  clear glass bottle  with pink vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer","Spray","Pink","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpPnk.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-SLK-CLR-50ML-ASP-PNK.png","generated_images","","","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-FRS-128ML-ASP-02","GBRndFrst128AnSpTslGl","Round","","Round design 128 ml, 4.33oz frosted glass bottle with Gold vintage style bulb sprayer with tasseland shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance th","Frosted","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Frosted","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpTslGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-02_1779532389691_94nerc.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-ELG-FRS-100ML-LPM-SSLV","LBElgFrst100LtnShnSl","Elegant","","Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles ava","Frosted","100 ml (3.38 oz)","100","Lotion Pump","Pump","Shiny Silver","frosted","https://www.bestbottles.com/images/store/enlarged_pics/LBElgFrst100LtnShnSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-SSLV_1779482830020_uc2j9a.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CYL-BLK-10ML-ATM-BLK-02","GBAtom10BlkDot","Atomizer","","Black atomizer design 10 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each","Black","10 ml (0.34 oz)","10","Atomizer","Spray","Black","black","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588897934_15a1vq_5edb5ce2-68cc-4d4a-9fa8-a928f5198986.png?v=1779603835","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588897934_15a1vq_5edb5ce2-68cc-4d4a-9fa8-a928f5198986.png?v=1779603835","","","","https://www.bestbottles.com/product/black-atomizer-design-10-ml-bottle-dots",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-EMP-CLR-100ML-LPM-COCP","LBEmp100LtnClOvrCap","Empire","","Empire design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Empire de","Clear","100 ml (3.38 oz)","100","Lotion Pump","Pump","Clear Overcap","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779088932224_ybybsd.png?v=1779091225","https://cdn.sanity.io/images/gh97irjh/production/06fb4a9e231e545b2e1ccb6c37f9f8a5593864d3-2080x2288.png","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779088932224_ybybsd.png?v=1779091225","","","","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-CIR-CLR-100ML-RDC-PNK","GBCrcl100RdcrPnkLthr","Circle","","Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml","Clear","100 ml (3.38 oz)","100","Reducer","Screw Cap","Pink Leather","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528401956_7qmhyd.png?v=1779529382","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528401956_7qmhyd.png?v=1779529382","","","","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-pink-faux-leather-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CIR-CLR-15ML-ROL-MGLD","GBCrcl15RollGlMatt","Circle","","Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price e","Clear","15 ml (0.51 oz)","15","Plastic Roller Ball","Screw Cap","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl15RollGlMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-CIR-CLR-15ML-ROL-MGLD__GBCrcl15RollGlMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-SQR-CLR-15ML-MRL-PKDT","GBSqr15MtlRollPinkDot","Square","","Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and pink cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price","Clear","15 ml (0.51 oz)","15","Metal Roller Ball","Dot Cap","Pink Dotted","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15MtlRollPinkDot.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-PKDT__GBSqr15MtlRollPinkDot__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots",""
"needs_generation","generate_from_legacy_reference","legacy_reference_ready","none","GB-ELG-CLR-30ML-SPR-SSLV","GBElg30SpryShnSl","Elegant","","Elegant design 30 ml, clear glass bottle with sprayer and shiny silver cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Shiny Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBElg30SpryShSl.gif","","","legacy_bestbottles_image_url","","https://www.bestbottles.com/images/store/enlarged_pics/GBElg30SpryShSl.gif","https://www.bestbottles.com/product/elegant-design-30-ml-clear-glass-bottle-sprayer-shiny-silvercap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-SLK-CLR-50ML-ASP-MSLV","GBSlk50AnSpMtSl","Sleek","","Sleek design 50 ml, 1.7oz  clear glass bottle  with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer","Spray","Matte Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpMtSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-SLK-CLR-50ML-ASP-MSLV.png","generated_images","","","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-FRS-128ML-ASP-03","GBRndFrst128AnSpTslIvyGl","Round","","Round design 128 ml, 4.33oz frosted glass bottle with Ivory vintage style bulb sprayer with tassel and shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance","Frosted","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Frosted","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpTslIvyGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-03_1779532386250_kpnsv1.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-ELG-FRS-100ML-LPM-OVCP-T","LBElgFrst100WhtClOvrCp","Elegant","","Elegant design 100 ml, 3 1/2oz frosted glass bottle with white rectangular with clear over the cap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a fami","Frosted","100 ml (3.38 oz)","100","Lotion Pump","Tall","Clear Overcap","frosted","https://www.bestbottles.com/images/store/enlarged_pics/LBElgFrst100WhtClOvrCp.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-OVCP-T_1779482819936_onl8hb.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-white-rectangular-clear-over-the-cap",""
